,Date,OPEN,HIGH,LOW,PREV. CLOSE,close,Day,Week,Year,Order Type,Buy Quantity,Investment,Total Share,Total Investment,Average Price,Target,IRLower,IRUpper,Description,Prev week high - Buy price,Profit,Capital Employed,Profit Percentage,UPPER - Buy Triggered at IRUpper,LOWER - Buy Triggered at IRLower
150,2023-04-03,1750.45,1754.95,1695.5,1750.45,1717.45,Monday,14,2023,BUY,2.0,3650.0,28.0,77460.55,2766.448,2932.435,2690.371,2842.526,LOWER - Buy Triggered at IRLower,,,,,,
151,2023-04-05,1717.45,1737.95,1671.55,1717.45,1698.0,Wednesday,14,2023,NOTHING,,,,,,,,,One buy per week rule,,,,,,
152,2023-04-06,1705.0,1793.65,1688.15,1698.0,1754.05,Thursday,14,2023,NOTHING,,,,,,,,,One buy per week rule,,,,,,
153,,,1793.65,1671.55,,,WEEKLY SUMMARY,14,2023,,,,,,,,,,,,,,,,
154,2023-04-10,1774.0,1812.7,1760.6,1754.05,1797.25,Monday,15,2023,BUY,2.0,3587.3,30.0,81047.85,2701.595,2863.691,2627.301,2775.889,LOWER - Buy Triggered at IRLower,,,,,,
155,2023-04-11,1810.0,1829.0,1792.85,1797.25,1803.15,Tuesday,15,2023,NOTHING,,,,,,,,,One buy per week rule,,,,,,
156,2023-04-12,1814.0,1858.75,1797.05,1803.15,1847.25,Wednesday,15,2023,NOTHING,,,,,,,,,One buy per week rule,,,,,,
157,2023-04-13,1855.0,1885.0,1826.05,1847.25,1870.75,Thursday,15,2023,NOTHING,,,,,,,,,One buy per week rule,,,,,,
158,,,1885.0,1760.6,,,WEEKLY SUMMARY,15,2023,,,,,,,,,,,,,,,,
159,2023-04-17,1870.75,1904.9,1847.0,1870.75,1878.75,Monday,16,2023,BUY,2.0,3770.0,32.0,84817.85,2650.558,2809.591,2577.667,2723.448,LOWER - Buy Triggered at IRLower,,,,,,
160,2023-04-18,1892.0,1902.75,1830.0,1878.75,1850.95,Tuesday,16,2023,NOTHING,,,,,,,,,One buy per week rule,,,,,,
161,2023-04-19,1847.0,1877.7,1835.0,1850.95,1853.85,Wednesday,16,2023,NOTHING,,,,,,,,,One buy per week rule,,,,,,
162,2023-04-20,1855.0,1878.9,1836.85,1853.85,1842.9,Thursday,16,2023,NOTHING,,,,,,,,,One buy per week rule,,,,,,
163,2023-04-21,1846.0,1853.25,1796.05,1842.9,1803.0,Friday,16,2023,NOTHING,,,,,,,,,One buy per week rule,,,,,,
164,,,1904.9,1796.05,,,WEEKLY SUMMARY,16,2023,,,,,,,,,,,,,,,,
165,2023-04-24,1804.0,1817.4,1775.8,1803.0,1801.95,Monday,17,2023,BUY,2.0,3809.8,34.0,88627.65,2606.696,2763.097,2535.011,2678.38,LOWER - Buy Triggered at IRLower,,,,,,
166,2023-04-25,1806.0,1913.75,1801.8,1801.95,1844.6,Tuesday,17,2023,NOTHING,,,,,,,,,One buy per week rule,,,,,,
167,2023-04-26,1854.0,1874.0,1826.4,1844.6,1847.9,Wednesday,17,2023,NOTHING,,,,,,,,,One buy per week rule,,,,,,
168,2023-04-27,1848.0,1864.95,1832.55,1847.9,1853.05,Thursday,17,2023,NOTHING,,,,,,,,,One buy per week rule,,,,,,
169,2023-04-28,1868.05,1944.0,1857.15,1853.05,1924.95,Friday,17,2023,NOTHING,,,,,,,,,One buy per week rule,,,,,,
170,,,1944.0,1775.8,,,WEEKLY SUMMARY,17,2023,,,,,,,,,,,,,,,,
171,2023-05-02,1935.0,1966.0,1908.0,1924.95,1919.85,Tuesday,18,2023,BUY,2.0,3888.0,36.0,92515.65,2569.879,2724.072,2499.207,2640.551,LOWER - Buy Triggered at IRLower,,,,,,
172,2023-05-03,1919.0,1940.0,1785.35,1919.85,1839.0,Wednesday,18,2023,NOTHING,,,,,,,,,One buy per week rule,,,,,,
173,2023-05-04,1839.05,1935.0,1839.05,1839.0,1911.25,Thursday,18,2023,NOTHING,,,,,,,,,One buy per week rule,,,,,,
174,2023-05-05,1954.8,1955.0,1903.15,1911.25,1920.3,Friday,18,2023,NOTHING,,,,,,,,,One buy per week rule,,,,,,
175,,,1966.0,1785.35,,,WEEKLY SUMMARY,18,2023,,,,,,,,,,,,,,,,
176,2023-05-08,1920.3,1926.9,1876.0,1920.3,1887.5,Monday,19,2023,BUY,2.0,3932.0,38.0,96447.65,2538.096,2690.382,2468.298,2607.894,LOWER - Buy Triggered at IRLower,,,,,,
177,2023-05-09,1900.0,1930.0,1889.1,1887.5,1896.1,Tuesday,19,2023,NOTHING,,,,,,,,,One buy per week rule,,,,,,
178,2023-05-10,1899.0,1914.9,1883.95,1896.1,1892.15,Wednesday,19,2023,NOTHING,,,,,,,,,One buy per week rule,,,,,,
179,2023-05-11,1925.0,2013.75,1910.0,1892.15,1984.65,Thursday,19,2023,NOTHING,,,,,,,,,One buy per week rule,,,,,,
180,2023-05-12,2009.0,2010.0,1946.55,1984.65,1964.7,Friday,19,2023,NOTHING,,,,,,,,,One buy per week rule,,,,,,
181,,,2013.75,1876.0,,,WEEKLY SUMMARY,19,2023,,,,,,,,,,,,,,,,
182,2023-05-15,1959.9,1964.7,1880.0,1964.7,1916.05,Monday,20,2023,BUY,2.0,4027.5,40.0,100475.15,2511.879,2662.591,2442.802,2580.955,LOWER - Buy Triggered at IRLower,,,,,,
183,2023-05-16,1927.0,1935.0,1881.0,1916.05,1889.15,Tuesday,20,2023,NOTHING,,,,,,,,,One buy per week rule,,,,,,
184,2023-05-17,1900.0,1919.95,1857.75,1889.15,1899.5,Wednesday,20,2023,NOTHING,,,,,,,,,One buy per week rule,,,,,,
185,2023-05-18,1910.05,1924.0,1877.2,1899.5,1890.0,Thursday,20,2023,NOTHING,,,,,,,,,One buy per week rule,,,,,,
186,2023-05-19,1888.0,1983.0,1872.1,1890.0,1956.05,Friday,20,2023,NOTHING,,,,,,,,,One buy per week rule,,,,,,
187,,,1983.0,1857.75,,,WEEKLY SUMMARY,20,2023,,,,,,,,,,,,,,,,
188,2023-05-22,2010.0,2347.0,1983.4,1956.05,2326.1,Monday,21,2023,BUY,2.0,3966.0,42.0,104441.15,2486.694,2635.896,2418.31,2555.078,LOWER - Buy Triggered at IRLower,,,,,,
189,2023-05-23,2410.9,2759.45,2400.0,2326.1,2633.7,Tuesday,21,2023,SELL,,,0.0,0.0,,,,,"Sold 42 shares at 2635.895690476191, Profit: 6266.468999999998",,6266.468999999998,110707.619,5.999999999999997,,
190,2023-05-24,2709.0,2750.0,2425.35,2633.7,2475.6,Wednesday,21,2023,NOTHING,,,,,,,,,One buy per week rule,,,,,,
191,2023-05-25,2440.0,2558.8,2386.65,2475.6,2537.45,Thursday,21,2023,NOTHING,,,,,,,,,One buy per week rule,,,,,,
192,2023-05-26,2565.0,2599.95,2535.15,2537.45,2544.35,Friday,21,2023,NOTHING,,,,,,,,,One buy per week rule,,,,,,
193,,,2759.45,1983.4,,,WEEKLY SUMMARY,21,2023,,,,,,,,,,,,,,,,
194,2023-05-29,2570.0,2583.5,2523.0,2544.35,2534.05,Monday,22,2023,NOTHING,,,,,,,,,,,,,,,
195,2023-05-30,2529.3,2554.15,2475.15,2534.05,2496.45,Tuesday,22,2023,NOTHING,,,,,,,,,,,,,,,
196,2023-05-31,2482.0,2573.0,2428.0,2496.45,2493.35,Wednesday,22,2023,NOTHING,,,,,,,,,,,,,,,
197,2023-06-01,2499.9,2560.0,2485.3,2493.35,2492.15,Thursday,22,2023,NOTHING,,,,,,,,,,,,,,,
198,2023-06-02,2535.0,2538.9,2425.0,2492.15,2445.05,Friday,22,2023,NOTHING,,,,,,,,,,,,,,,
199,,,2583.5,2425.0,,,WEEKLY SUMMARY,22,2023,,,,,,,,,,,,,,,,
200,2023-06-05,2463.2,2514.0,2428.0,2445.05,2433.95,Monday,23,2023,NOTHING,,,,,,,,,,,,,,,
201,2023-06-06,2475.0,2506.95,2425.9,2433.95,2433.65,Tuesday,23,2023,NOTHING,,,,,,,,,,,,,,,
202,2023-06-07,2453.0,2466.95,2435.0,2433.65,2439.55,Wednesday,23,2023,NOTHING,,,,,,,,,,,,,,,
203,2023-06-08,2450.0,2475.9,2369.05,2439.55,2429.15,Thursday,23,2023,NOTHING,,,,,,,,,,,,,,,
204,2023-06-09,2447.95,2458.9,2428.0,2429.15,2451.15,Friday,23,2023,NOTHING,,,,,,,,,,,,,,,
205,,,2514.0,2369.05,,,WEEKLY SUMMARY,23,2023,,,,,,,,,,,,,,,,
206,2023-06-12,2460.0,2505.0,2432.6,2451.15,2484.8,Monday,24,2023,NOTHING,,,,,,,,,,,,,,,
207,2023-06-13,2499.0,2505.0,2442.2,2484.8,2462.55,Tuesday,24,2023,NOTHING,,,,,,,,,,,,,,,
208,2023-06-14,2469.9,2484.8,2452.35,2462.55,2457.15,Wednesday,24,2023,NOTHING,,,,,,,,,,,,,,,
209,2023-06-15,2469.0,2527.0,2462.9,2457.15,2485.65,Thursday,24,2023,BUY,1.0,2514.0,1.0,2514.0,2514.0,2664.84,2444.865,2583.135,Prev week high - Buy price,,,,,,
210,2023-06-16,2499.2,2526.9,2487.4,2485.65,2509.6,Friday,24,2023,NOTHING,,,,,,,,,One buy per week rule,,,,,,
211,,,2527.0,2432.6,,,WEEKLY SUMMARY,24,2023,,,,,,,,,,,,,,,,
212,2023-06-19,2504.0,2521.6,2350.0,2509.6,2401.4,Monday,25,2023,BUY,1.0,2527.0,2.0,5041.0,2520.5,2671.73,2451.186,2589.814,LOWER - Buy Triggered at IRLower,,,,,,
213,2023-06-20,2435.0,2435.0,2390.0,2401.4,2414.8,Tuesday,25,2023,NOTHING,,,,,,,,,One buy per week rule,,,,,,
214,2023-06-21,2426.7,2440.0,2393.1,2414.8,2405.95,Wednesday,25,2023,NOTHING,,,,,,,,,One buy per week rule,,,,,,
215,2023-06-22,2425.1,2449.95,2360.0,2405.95,2397.25,Thursday,25,2023,NOTHING,,,,,,,,,One buy per week rule,,,,,,
216,2023-06-23,2392.3,2392.3,2163.3,2397.25,2233.55,Friday,25,2023,NOTHING,,,,,,,,,One buy per week rule,,,,,,
217,,,2521.6,2163.3,,,WEEKLY SUMMARY,25,2023,,,,,,,,,,,,,,,,
218,2023-06-26,2210.05,2336.45,2173.05,2233.55,2295.6,Monday,26,2023,BUY,1.0,2521.6,3.0,7562.6,2520.867,2672.119,2451.543,2590.19,LOWER - Buy Triggered at IRLower,,,,,,
219,2023-06-27,2328.95,2343.85,2271.0,2295.6,2284.45,Tuesday,26,2023,NOTHING,,,,,,,,,One buy per week rule,,,,,,
220,2023-06-28,2300.0,2418.6,2293.85,2284.45,2402.0,Wednesday,26,2023,NOTHING,,,,,,,,,One buy per week rule,,,,,,
221,2023-06-30,2437.95,2437.95,2350.0,2402.0,2388.05,Friday,26,2023,NOTHING,,,,,,,,,One buy per week rule,,,,,,
222,,,2437.95,2173.05,,,WEEKLY SUMMARY,26,2023,,,,,,,,,,,,,,,,
223,2023-07-03,2405.0,2417.85,2373.2,2388.05,2385.5,Monday,27,2023,BUY,2.0,4875.9,5.0,12438.5,2487.7,2636.962,2419.288,2556.112,LOWER - Buy Triggered at IRLower,,,,,,
224,2023-07-04,2397.0,2414.0,2373.05,2385.5,2387.7,Tuesday,27,2023,NOTHING,,,,,,,,,One buy per week rule,,,,,,
225,2023-07-05,2391.0,2412.05,2374.0,2387.7,2399.15,Wednesday,27,2023,NOTHING,,,,,,,,,One buy per week rule,,,,,,
226,2023-07-06,2399.15,2427.6,2390.0,2399.15,2402.9,Thursday,27,2023,NOTHING,,,,,,,,,One buy per week rule,,,,,,
227,2023-07-07,2395.0,2409.95,2368.1,2402.9,2379.6,Friday,27,2023,NOTHING,,,,,,,,,One buy per week rule,,,,,,
228,,,2427.6,2368.1,,,WEEKLY SUMMARY,27,2023,,,,,,,,,,,,,,,,
229,2023-07-10,2392.8,2462.7,2355.0,2379.6,2410.25,Monday,28,2023,BUY,2.0,4855.2,7.0,17293.7,2470.529,2618.76,2402.589,2538.468,LOWER - Buy Triggered at IRLower,,,,,,
230,2023-07-11,2423.75,2444.95,2388.0,2410.25,2422.9,Tuesday,28,2023,NOTHING,,,,,,,,,One buy per week rule,,,,,,
231,2023-07-12,2429.9,2432.0,2380.45,2422.9,2387.9,Wednesday,28,2023,NOTHING,,,,,,,,,One buy per week rule,,,,,,
232,2023-07-13,2397.0,2405.7,2355.55,2387.9,2362.05,Thursday,28,2023,NOTHING,,,,,,,,,One buy per week rule,,,,,,
233,2023-07-14,2375.0,2385.0,2340.0,2362.05,2376.1,Friday,28,2023,NOTHING,,,,,,,,,One buy per week rule,,,,,,
234,,,2462.7,2340.0,,,WEEKLY SUMMARY,28,2023,,,,,,,,,,,,,,,,
235,2023-07-17,2399.9,2459.5,2391.3,2376.1,2408.55,Monday,29,2023,BUY,2.0,4925.4,9.0,22219.1,2468.789,2616.916,2400.897,2536.681,LOWER - Buy Triggered at IRLower,,,,,,
236,2023-07-18,2415.0,2510.0,2405.2,2408.55,2416.9,Tuesday,29,2023,NOTHING,,,,,,,,,One buy per week rule,,,,,,
237,2023-07-19,2428.65,2443.0,2416.9,2416.9,2423.75,Wednesday,29,2023,NOTHING,,,,,,,,,One buy per week rule,,,,,,
238,2023-07-20,2428.95,2433.9,2400.0,2423.75,2419.75,Thursday,29,2023,NOTHING,,,,,,,,,One buy per week rule,,,,,,
239,2023-07-21,2410.0,2457.85,2395.3,2419.75,2416.3,Friday,29,2023,NOTHING,,,,,,,,,One buy per week rule,,,,,,
240,,,2510.0,2391.3,,,WEEKLY SUMMARY,29,2023,,,,,,,,,,,,,,,,
241,2023-07-24,2430.0,2439.4,2412.05,2416.3,2418.2,Monday,30,2023,,,,,,,,,,,,,,,,OUT_OF_RANGE
242,2023-07-25,2428.0,2479.0,2416.0,2418.2,2466.65,Tuesday,30,2023,,,,,,,,,,,,,,,,OUT_OF_RANGE
243,2023-07-26,2472.45,2506.0,2446.0,2466.65,2470.75,Wednesday,30,2023,,,,,,,,,,,,,,,,OUT_OF_RANGE
244,2023-07-27,2470.75,2485.0,2415.0,2470.75,2428.4,Thursday,30,2023,,,,,,,,,,,,,,,,OUT_OF_RANGE
245,2023-07-28,2437.0,2481.65,2431.1,2428.4,2463.2,Friday,30,2023,,,,,,,,,,,,,,,,OUT_OF_RANGE
246,,,2506.0,2412.05,,,WEEKLY SUMMARY,30,2023,,,,,,,,,,,,,,,,
247,2023-07-31,2477.0,2518.0,2467.0,2463.2,2492.2,Monday,31,2023,,,,,,,,,,,,,,,,OUT_OF_RANGE
248,2023-08-01,2504.85,2514.0,2455.25,2492.2,2481.1,Tuesday,31,2023,,,,,,,,,,,,,,,,OUT_OF_RANGE
249,2023-08-02,2493.0,2514.0,2451.0,2481.1,2473.55,Wednesday,31,2023,,,,,,,,,,,,,,,,OUT_OF_RANGE
250,2023-08-03,2469.9,2550.0,2462.0,2473.55,2532.6,Thursday,31,2023,BUY,1.0,2506.0,10.0,24725.1,2472.51,2620.861,2404.516,2540.504,UPPER - Buy Triggered at IRUpper,,,,,,
251,2023-08-04,2545.3,2557.9,2502.0,2532.6,2541.8,Friday,31,2023,NOTHING,,,,,,,,,One buy per week rule,,,,,,
252,,,2557.9,2451.0,,,WEEKLY SUMMARY,31,2023,,,,,,,,,,,,,,,,
253,2023-08-07,2550.95,2569.0,2516.4,2541.8,2550.5,Monday,32,2023,BUY,1.0,2557.9,11.0,27283.0,2480.273,2629.089,2412.065,2548.48,UPPER - Buy Triggered at IRUpper,,,,,,
254,2023-08-08,2563.25,2563.25,2461.3,2550.5,2474.55,Tuesday,32,2023,NOTHING,,,,,,,,,One buy per week rule,,,,,,
255,2023-08-09,2488.35,2516.9,2472.0,2474.55,2507.1,Wednesday,32,2023,NOTHING,,,,,,,,,One buy per week rule,,,,,,
256,2023-08-10,2510.0,2577.5,2510.0,2507.1,2552.4,Thursday,32,2023,NOTHING,,,,,,,,,One buy per week rule,,,,,,
257,2023-08-11,2550.05,2568.15,2518.2,2552.4,2539.5,Friday,32,2023,NOTHING,,,,,,,,,One buy per week rule,,,,,,
258,,,2577.5,2461.3,,,WEEKLY SUMMARY,32,2023,,,,,,,,,,,,,,,,
259,2023-08-14,2480.0,2484.95,2400.05,2539.5,2456.0,Monday,33,2023,BUY,1.0,2577.5,12.0,29860.5,2488.375,2637.678,2419.945,2556.805,LOWER - Buy Triggered at IRLower,,,,,,
260,2023-08-16,2450.0,2465.0,2420.0,2456.0,2445.1,Wednesday,33,2023,NOTHING,,,,,,,,,One buy per week rule,,,,,,
261,2023-08-17,2454.95,2487.2,2442.05,2445.1,2479.7,Thursday,33,2023,NOTHING,,,,,,,,,One buy per week rule,,,,,,
262,2023-08-18,2477.5,2665.95,2461.3,2479.7,2577.4,Friday,33,2023,SELL,,,0.0,0.0,,,,,"Sold 12 shares at 2637.6775000000002, Profit: 1791.6300000000028",,1791.6300000000028,31652.130000000005,6.00000000000001,,
263,,,2665.95,2400.05,,,WEEKLY SUMMARY,33,2023,,,,,,,,,,,,,,,,
264,2023-08-21,2588.0,2655.0,2580.5,2577.4,2639.75,Monday,34,2023,NOTHING,,,,,,,,,,,,,,,
265,2023-08-22,2668.85,2721.0,2654.1,2639.75,2698.05,Tuesday,34,2023,BUY,1.0,2665.95,1.0,2665.95,2665.95,2825.907,2592.636,2739.264,Prev week high - Buy price,,,,,,
266,2023-08-23,2720.0,2722.4,2488.85,2698.05,2530.3,Wednesday,34,2023,NOTHING,,,,,,,,,One buy per week rule,,,,,,
267,2023-08-24,2580.0,2613.0,2531.1,2530.3,2539.55,Thursday,34,2023,NOTHING,,,,,,,,,One buy per week rule,,,,,,
268,2023-08-25,2549.0,2549.0,2486.0,2539.55,2495.75,Friday,34,2023,NOTHING,,,,,,,,,One buy per week rule,,,,,,
269,,,2722.4,2486.0,,,WEEKLY SUMMARY,34,2023,,,,,,,,,,,,,,,,
270,2023-08-28,2550.0,2582.0,2455.65,2495.75,2472.45,Monday,35,2023,BUY,1.0,2722.4,2.0,5388.35,2694.175,2855.826,2620.085,2768.265,LOWER - Buy Triggered at IRLower,,,,,,
271,2023-08-29,2472.1,2536.65,2445.0,2472.45,2506.45,Tuesday,35,2023,NOTHING,,,,,,,,,One buy per week rule,,,,,,
272,2023-08-30,2517.0,2543.0,2492.4,2506.45,2513.1,Wednesday,35,2023,NOTHING,,,,,,,,,One buy per week rule,,,,,,
273,2023-08-31,2449.95,2489.95,2383.75,2513.1,2419.25,Thursday,35,2023,NOTHING,,,,,,,,,One buy per week rule,,,,,,
274,2023-09-01,2381.0,2465.55,2380.0,2419.25,2450.05,Friday,35,2023,NOTHING,,,,,,,,,One buy per week rule,,,,,,
275,,,2582.0,2380.0,,,WEEKLY SUMMARY,35,2023,,,,,,,,,,,,,,,,
276,2023-09-04,2454.0,2480.0,2450.05,2450.05,2470.6,Monday,36,2023,BUY,1.0,2582.0,3.0,7970.35,2656.783,2816.19,2583.722,2729.845,LOWER - Buy Triggered at IRLower,,,,,,
277,2023-09-05,2482.0,2501.4,2464.0,2470.6,2494.05,Tuesday,36,2023,NOTHING,,,,,,,,,One buy per week rule,,,,,,
278,2023-09-06,2494.05,2504.0,2471.0,2494.05,2496.5,Wednesday,36,2023,NOTHING,,,,,,,,,One buy per week rule,,,,,,
279,2023-09-07,2498.0,2520.0,2485.0,2496.5,2509.5,Thursday,36,2023,NOTHING,,,,,,,,,One buy per week rule,,,,,,
280,2023-09-08,2513.8,2538.6,2506.1,2509.5,2519.3,Friday,36,2023,NOTHING,,,,,,,,,One buy per week rule,,,,,,
281,,,2538.6,2450.05,,,WEEKLY SUMMARY,36,2023,,,,,,,,,,,,,,,,
282,2023-09-11,2565.0,2630.25,2546.0,2519.3,2614.95,Monday,37,2023,BUY,1.0,2538.6,4.0,10508.95,2627.238,2784.872,2554.988,2699.487,LOWER - Buy Triggered at IRLower,,,,,,
283,2023-09-12,2622.45,2626.6,2530.0,2614.95,2535.7,Tuesday,37,2023,NOTHING,,,,,,,,,One buy per week rule,,,,,,
284,2023-09-13,2545.7,2566.95,2496.0,2535.7,2518.9,Wednesday,37,2023,NOTHING,,,,,,,,,One buy per week rule,,,,,,
285,2023-09-14,2541.85,2545.0,2506.05,2518.9,2519.8,Thursday,37,2023,NOTHING,,,,,,,,,One buy per week rule,,,,,,
286,2023-09-15,2519.8,2558.0,2514.2,2519.8,2540.05,Friday,37,2023,NOTHING,,,,,,,,,One buy per week rule,,,,,,
287,,,2630.25,2496.0,,,WEEKLY SUMMARY,37,2023,,,,,,,,,,,,,,,,
288,2023-09-18,2552.0,2555.0,2491.0,2540.05,2502.45,Monday,38,2023,BUY,1.0,2630.25,5.0,13139.2,2627.84,2785.51,2555.574,2700.106,LOWER - Buy Triggered at IRLower,,,,,,
289,2023-09-20,2502.4,2533.65,2458.9,2502.45,2470.3,Wednesday,38,2023,NOTHING,,,,,,,,,One buy per week rule,,,,,,
290,2023-09-21,2479.8,2503.8,2461.0,2470.3,2479.25,Thursday,38,2023,NOTHING,,,,,,,,,One buy per week rule,,,,,,
291,2023-09-22,2489.95,2498.0,2460.0,2479.25,2464.9,Friday,38,2023,NOTHING,,,,,,,,,One buy per week rule,,,,,,
292,,,2555.0,2458.9,,,WEEKLY SUMMARY,38,2023,,,,,,,,,,,,,,,,
293,2023-09-25,2479.95,2489.0,2424.0,2464.9,2482.1,Monday,39,2023,BUY,1.0,2555.0,6.0,15694.2,2615.7,2772.642,2543.768,2687.632,LOWER - Buy Triggered at IRLower,,,,,,
294,2023-09-26,2491.0,2499.0,2452.6,2482.1,2457.95,Tuesday,39,2023,NOTHING,,,,,,,,,One buy per week rule,,,,,,
295,2023-09-27,2460.0,2498.0,2445.1,2457.95,2483.3,Wednesday,39,2023,NOTHING,,,,,,,,,One buy per week rule,,,,,,
296,2023-09-28,2489.95,2511.0,2446.7,2483.3,2475.25,Thursday,39,2023,NOTHING,,,,,,,,,One buy per week rule,,,,,,
297,2023-09-29,2462.05,2479.55,2405.05,2475.25,2413.9,Friday,39,2023,NOTHING,,,,,,,,,One buy per week rule,,,,,,
298,,,2511.0,2405.05,,,WEEKLY SUMMARY,39,2023,,,,,,,,,,,,,,,,
